         64297 function calls (63794 primitive calls) in 0.126 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       38    0.000    0.000    0.000    0.000 base.py:613(is_)
        1    0.000    0.000    0.000    0.000 network.py:264(socket_closed)
      104    0.000    0.000    0.000    0.000 son.py:77(__iter__)
      118    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
       39    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 concat.py:84(_get_frame_result_type)
       13    0.000    0.000    0.000    0.000 {numpy.zeros}
       66    0.000    0.000    0.000    0.000 blocks.py:304(shape)
        1    0.000    0.000    0.000    0.000 {select.select}
       78    0.000    0.000    0.000    0.000 blocks.py:165(internal_values)
       13    0.000    0.000    0.000    0.000 shape_base.py:220(_warn_for_nonsequence)
      195    0.000    0.000    0.000    0.000 {callable}
       78    0.000    0.000    0.000    0.000 fromnumeric.py:2847(ndim)
        1    0.000    0.000    0.000    0.000 api.py:243(_get_consensus_names)
       13    0.000    0.000    0.000    0.000 threading.py:300(_is_owned)
       13    0.000    0.000    0.000    0.000 generic.py:377(_get_axis)
        3    0.000    0.000    0.000    0.000 managers.py:1443(__init__)
       13    0.000    0.000    0.000    0.000 client_session.py:245(__init__)
       39    0.000    0.000    0.000    0.000 generic.py:3205(_check_setitem_copy)
       13    0.000    0.000    0.000    0.000 message.py:1447(__init__)
        3    0.000    0.000    0.000    0.000 generic.py:3070(_set_as_cached)
        1    0.000    0.000    0.000    0.000 api.py:262(<setcomp>)
       13    0.000    0.000    0.000    0.000 response.py:22(__init__)
       39    0.000    0.000    0.000    0.000 {nt.getpid}
       39    0.000    0.000    0.000    0.000 common.py:141(validate_boolean)
       52    0.000    0.000    0.000    0.000 {iter}
       13    0.000    0.000    0.000    0.000 read_preferences.py:108(document)
       16    0.000    0.000    0.000    0.000 common.py:144(cast_scalar_indexer)
       13    0.000    0.000    0.000    0.000 cursor.py:239(__del__)
       40    0.000    0.000    0.000    0.000 {next}
       13    0.000    0.000    0.000    0.000 managers.py:291(__len__)
       13    0.000    0.000    0.000    0.000 client_session.py:635(return_server_session_no_lock)
       79    0.000    0.000    0.000    0.000 base.py:1396(nlevels)
       13    0.000    0.000    0.000    0.000 pool.py:753(__hash__)
       15    0.000    0.000    0.000    0.000 generic.py:450(ndim)
        1    0.000    0.000    0.000    0.000 api.py:73(_get_distinct_objs)
       26    0.000    0.000    0.000    0.000 server_description.py:89(address)
       13    0.000    0.000    0.000    0.000 pool.py:723(idle_time_seconds)
       13    0.000    0.000    0.000    0.000 arraysetops.py:138(_unpack_tuple)
       13    0.000    0.000    0.000    0.000 {method 'unpack' of 'Struct' objects}
       13    0.000    0.000    0.000    0.000 topology.py:293(get_server_by_address)
       14    0.000    0.000    0.000    0.000 concat.py:510(<genexpr>)
       13    0.000    0.000    0.000    0.000 pool.py:691(validate_session)
        3    0.000    0.000    0.000    0.000 series.py:354(_set_axis)
       39    0.000    0.000    0.000    0.000 common.py:665(codec_options)
       39    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
       26    0.000    0.000    0.000    0.000 database.py:160(name)
        3    0.000    0.000    0.000    0.000 series.py:392(name)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       13    0.000    0.000    0.000    0.000 client_session.py:116(__init__)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
      163    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       13    0.000    0.000    0.000    0.000 shape_base.py:209(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 generic.py:337(_from_axes)
       14    0.000    0.000    0.000    0.000 common.py:175(_all_none)
       13    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       13    0.000    0.000    0.000    0.000 server.py:152(_split_message)
       13    0.000    0.000    0.000    0.000 py3compat.py:87(itervalues)
       42    0.000    0.000    0.000    0.000 numeric.py:113(is_all_dates)
       13    0.000    0.000    0.000    0.000 generic.py:363(_get_axis_name)
       39    0.000    0.000    0.000    0.000 database.py:155(client)
